route,start_stop_code_lbsl,end_stop_code_lbsl
455,BP5602,16624
455,16624,6522
455,6522,6523
455,6523,6524
455,6524,35221
455,35221,35223
455,35223,35224
455,35224,34195
455,34195,33930
455,33930,35924
455,35924,34983
455,34983,R0090
455,R0090,W26
455,W26,BP4243
455,BP4243,BP204
455,BP204,BP067
455,BP067,BP5273
455,BP5273,BP2119
455,BP2119,BP2120
455,BP2120,BP5471
455,BP5471,BP5473
455,BP5473,BP5475
455,BP5475,BP1366
455,BP1366,BP2442
455,BP2442,17382
455,17382,BP3911
455,BP3911,SL35
455,SL35,14975
455,14975,9661
455,9661,BP2959
455,BP2959,6537
455,6537,35229
455,35229,BP4620
455,BP4620,7435
455,7435,R0855
455,R0855,34317
455,34317,BP1586
455,BP1586,2378
455,2378,10794
455,10794,BP587
455,BP587,R0487
455,R0487,17458
455,17458,BP764
455,BP764,17460
455,17460,BP577
455,BP577,BP1999
455,BP1999,BP585
455,BP585,BP586
455,BP586,BP581
455,BP581,BP580
455,BP580,BP592
455,BP592,R0719
455,R0719,4401
455,4401,SL39
455,SL39,1182
455,1182,12429
455,12429,12868
455,12868,16638
455,16638,BP3920
455,BP3920,16640
455,16640,16864
455,16864,33177
455,33177,33178
264,36658,25635
264,25635,4837
264,4837,25655
264,25655,8816
264,8816,29679
264,29679,435
264,435,8813
264,8813,8811
264,8811,8807
264,8807,8803
264,8803,BP683
264,BP683,8797
264,8797,8795
264,8795,8792
264,8792,8786
264,8786,8785
264,8785,8781
264,8781,8777
264,8777,BP273
264,BP273,8771
264,8771,8769
264,8769,15232
264,15232,8763
264,8763,27608
264,27608,35229
264,35229,BP4620
264,BP4620,7435
264,7435,R0849
264,R0849,34317
264,34317,BP1585
264,BP1585,34176
608,OC621,OC895
608,OC895,BP2758
608,BP2758,35419
608,35419,BP2175
608,BP2175,26813
608,26813,26806
608,26806,26804
608,26804,26802
608,26802,25617
608,25617,25619
608,25619,26511
608,26511,26509
608,26509,26507
608,26507,34778
608,34778,20066
608,20066,20068
608,20068,20070
608,20070,R0308
608,R0308,20074
N18,14919,16411
N18,16411,16413
N18,16413,15021
N18,15021,14705
N18,14705,BP1945
N18,BP1945,15019
N18,15019,15017
N18,15017,BP5591
N18,BP5591,BP5592
N18,BP5592,R0841
N18,R0841,37309
N18,37309,15015
N18,15015,3392
N18,3392,2489
N18,2489,3390
N18,3390,15012
N18,15012,91523
N18,91523,BP2608
N18,BP2608,2805
N18,2805,2806
N18,2806,2807
N18,2807,3285
N18,3285,14946
N18,14946,R0264
N18,R0264,1220
N18,1220,3283
N18,3283,3277
N18,3277,2809
N18,2809,3275
N18,3275,2811
N18,2811,29382
N18,29382,2815
N18,2815,2817
N18,2817,2819
N18,2819,2821
N18,2821,2823
N18,2823,6024
N18,6024,33214
N18,33214,3223
N18,3223,4684
N18,4684,1388
N18,1388,3266
N18,3266,2825
N18,2825,3262
N18,3262,1594
N18,1594,3260
N18,3260,610
N18,610,3256
N18,3256,332
N18,332,3254
N18,3254,2727
N18,2727,1096
N18,1096,2829
N18,2829,34143
N18,34143,3249
N18,3249,4773
N18,4773,BP5323
N18,BP5323,1584
N18,1584,721
N18,721,723
N18,723,1583
N18,1583,8279
N18,8279,8276
N18,8276,33066
N18,33066,33062
N18,33062,16575
N18,16575,7849
N18,7849,149
N18,149,157
N18,157,BP3508
N18,BP3508,152
N137,BP2418,13222
N137,13222,BP3761
N137,BP3761,1443
N137,1443,13190
N137,13190,13189
N137,13189,13188
N137,13188,13186
N137,13186,13184
N137,13184,27967
N137,27967,13179
N137,13179,20547
N137,20547,13171
N137,13171,13170
N137,13170,BP168
N137,BP168,13169
N137,13169,R0540
N137,R0540,BP2254
N137,BP2254,12908
N137,12908,R0421
N137,R0421,1764
N137,1764,R0420
N137,R0420,43
N137,43,BP2083
N137,BP2083,12758
N137,12758,W1
N137,W1,12773
N137,12773,12770
N137,12770,12767
N137,12767,12766
N137,12766,1089
N137,1089,25990
N137,25990,9367
N137,9367,9366
N137,9366,27509
N137,27509,27845
N137,27845,9362
N137,9362,9346
N137,9346,9342
N137,9342,9340
N137,9340,9338
N137,9338,9334
N137,9334,W19
N137,W19,9330
N137,9330,9420
N137,9420,9419
N137,9419,9417
N137,9417,893
N137,893,899
N137,899,1150
N137,1150,210
N137,210,14703
N137,14703,29622
N137,29622,29623
N137,29623,29629
N137,29629,177
N137,177,91529
N137,91529,34553
N137,34553,34847
651,R0681,34121
651,34121,34118
651,34118,34115
651,34115,34112
651,34112,18397
651,18397,18399
651,18399,18401
651,18401,18403
651,18403,18405
651,18405,29200
651,29200,29203
651,29203,29204
651,29204,29394
651,29394,29523
651,29523,18477
651,18477,29526
651,29526,29527
651,29527,29529
651,29529,1238
651,1238,R0906
651,R0906,18418
651,18418,20545
651,20545,18420
651,18420,29906
651,29906,33381
651,33381,18363
651,18363,18365
651,18365,36733
651,36733,27480
64,37002,R0525
64,R0525,1441
64,1441,15111
64,15111,4418
64,4418,15113
64,15113,25946
64,25946,BP1915
64,BP1915,10814
64,10814,BP2129
64,BP2129,BP2632
64,BP2632,SL02
64,SL02,W44
64,W44,BP153
64,BP153,34386
64,34386,19805
64,19805,10798
64,10798,19807
64,19807,20141
64,20141,19809
64,19809,19811
64,19811,7742
64,7742,19813
64,19813,7740
64,7740,7738
64,7738,20644
64,20644,19817
64,19817,19819
64,19819,19821
64,19821,20868
64,20868,19823
64,19823,25596
64,25596,BP2330
64,BP2330,33491
64,33491,20151
64,20151,20809
64,20809,19801
64,19801,19802
64,19802,25588
236,R0003,379
236,379,15059
236,15059,15061
236,15061,1552
236,1552,15063
236,15063,15065
236,15065,17952
236,17952,17954
236,17954,36578
236,36578,1080
236,1080,FL001
236,FL001,FL003
236,FL003,17962
236,17962,17964
236,17964,17965
236,17965,779
236,779,36761
236,36761,17967
236,17967,37367
236,37367,37365
236,37365,37361
236,37361,37363
236,37363,R0341
236,R0341,17974
236,17974,752
236,752,2275
236,2275,306
236,306,34090
236,34090,17297
236,17297,R0427
236,R0427,FL005
236,FL005,BP2162
236,BP2162,10261
236,10261,29454
236,29454,29455
236,29455,35956
236,35956,BP2781
236,BP2781,17982
236,17982,BP4165
N86,BP976,34246
N86,34246,2238
N86,2238,4894
N86,4894,1577
N86,1577,14510
N86,14510,1937
N86,1937,9045
N86,9045,1740
N86,1740,14520
N86,14520,14522
N86,14522,4644
N86,4644,14527
N86,14527,14529
N86,14529,14531
N86,14531,4645
N86,4645,14540
N86,14540,R0757
N86,R0757,BP5674
N86,BP5674,FC60
N86,FC60,FC45
N86,FC45,14079
N86,14079,BP1504
N86,BP1504,9622
N86,9622,9624
N86,9624,1512
N86,1512,BP1350
N86,BP1350,9628
N86,9628,9377
N86,9377,9634
N86,9634,9636
N86,9636,9638
N86,9638,9644
N86,9644,18026
N86,18026,3320
N86,3320,1676
N86,1676,8996
N86,8996,8997
N86,8997,8998
N86,8998,14662
N86,14662,9000
N86,9000,36644
N86,36644,R0332
N86,R0332,34113
N86,34113,34092
N86,34092,BP4873
N86,BP4873,R0656
N86,R0656,R0760
N86,R0760,34120
N86,34120,18468
N86,18468,2492
N86,2492,20511
N86,20511,9002
N86,9002,4348
N86,4348,9003
N86,9003,18470
N86,18470,20073
N86,20073,20071
N86,20071,20069
N86,20069,20067
N86,20067,20065
N86,20065,BP1588
N86,BP1588,26506
N86,26506,26508
N86,26508,26510
N86,26510,27917
N86,27917,35411
N86,35411,35413
N86,35413,35415
N86,35415,34135
N86,34135,BP4965
N86,BP4965,34134
N86,34134,35418
N86,35418,35414
68,36514,750
68,750,1103
68,1103,8438
68,8438,8437
68,8437,25599
68,25599,26425
68,26425,29984
68,29984,29985
68,29985,1835
68,1835,25896
68,25896,1047
68,1047,2597
68,2597,33137
68,33137,33614
68,33614,26063
68,26063,47001
68,47001,657
68,657,2612
68,2612,2615
68,2615,34459
68,34459,26059
68,26059,26058
68,26058,26055
68,26055,13393
68,13393,13397
68,13397,13398
68,13398,1109
68,1109,13399
68,13399,13400
68,13400,13401
68,13401,718
68,718,26404
68,26404,13256
68,13256,4738
68,4738,13259
68,13259,480
68,480,7730
68,7730,13263
68,13263,13266
68,13266,9449
68,9449,34686
396,BP284,35410
396,35410,FC42
396,FC42,15438
396,15438,16345
396,16345,15436
396,15436,14203
396,14203,8621
396,8621,13447
396,13447,4329
396,4329,18236
396,18236,4325
396,4325,R0328
396,R0328,25185
396,25185,4319
396,4319,4322
396,4322,20240
396,20240,18240
396,18240,29914
396,29914,BP5655
326,35213,35207
326,35207,15749
326,15749,33356
326,33356,15930
326,15930,15928
326,15928,16488
326,16488,16490
326,16490,16491
326,16491,BP2832
326,BP2832,16494
326,16494,16496
326,16496,16498
326,16498,BP228
326,BP228,2764
326,2764,2763
326,2763,BP4088
326,BP4088,H0344
326,H0344,H0516
326,H0516,25045
326,25045,H0704
326,H0704,H0943
326,H0943,H0702
326,H0702,H0512
326,H0512,19175
326,19175,3295
326,3295,9912
326,9912,9914
326,9914,9916
326,9916,9918
326,9918,16996
326,16996,16994
326,16994,16993
326,16993,16992
326,16992,18118
326,18118,18114
326,18114,18116
326,18116,3810
326,3810,18113
326,18113,3808
326,3808,H0740
326,H0740,80006
326,80006,H0288
326,H0288,9922
326,9922,35632
326,35632,9927
326,9927,BP1265
326,BP1265,18102
326,18102,BP1612
E6,35292,13152
E6,13152,17112
E6,17112,17110
E6,17110,16266
E6,16266,15297
E6,15297,2028
E6,2028,2032
E6,2032,15299
E6,15299,15792
E6,15792,15790
E6,15790,15788
E6,15788,CW27
E6,CW27,BP073
E6,BP073,R0208
E6,R0208,R0206
E6,R0206,R0192
E6,R0192,BP105
E6,BP105,BP163
E6,BP163,BP2623
E6,BP2623,36993
E6,36993,14864
E6,14864,16152
E6,16152,10462
E6,10462,BP994
E6,BP994,16156
E6,16156,BP1075
E6,BP1075,16157
E6,16157,BP108
E6,BP108,BP109
E6,BP109,BP110
E6,BP110,15979
E6,15979,16165
E6,16165,BP1778
E6,BP1778,H0819
E6,H0819,H0809
E6,H0809,H0810
E6,H0810,H0811
E6,H0811,H0812
E6,H0812,H0813
E6,H0813,BP1777
E6,BP1777,BP2736
W4,35979,35980
W4,35980,35982
W4,35982,6661
W4,6661,2929
W4,2929,2927
W4,2927,34039
W4,34039,70340
W4,70340,10942
W4,10942,BP5432
W4,BP5432,10979
W4,10979,HC141
W4,HC141,HC142
W4,HC142,HC137
W4,HC137,BP4669
W4,BP4669,HC138
W4,HC138,HC143
W4,HC143,HC144
W4,HC144,16982
W4,16982,33971
W4,33971,29775
W4,29775,9984
W4,9984,9982
W4,9982,BP1794
W4,BP1794,33760
W4,33760,10864
W4,10864,HC145
W4,HC145,HC146
W4,HC146,HC147
W4,HC147,BP1525
156,LG66,LG50
156,LG50,19048
156,19048,19050
156,19050,19052
156,19052,19054
156,19054,35801
156,35801,19058
156,19058,19060
156,19060,19062
156,19062,19064
156,19064,BP2756
156,BP2756,19066
156,19066,19068
156,19068,19070
156,19070,34348
156,34348,34349
156,34349,33274
156,33274,33272
156,33272,597
156,597,8966
156,8966,8970
156,8970,429
156,429,2350
156,2350,2348
156,2348,2344
156,2344,459
156,459,9346
156,9346,9342
156,9342,9340
156,9340,9338
156,9338,9334
156,9334,25539
156,25539,25543
156,25543,25544
156,25544,25547
156,25547,25551
156,25551,BP4323
274,37646,37040
274,37040,37626
274,37626,37627
274,37627,BP1511
274,BP1511,9831
274,9831,9833
274,9833,7735
274,7735,9840
274,9840,BP1512
274,BP1512,BP1513
274,BP1513,7800
274,7800,BP1514
274,BP1514,BP1515
274,BP1515,BP1516
274,BP1516,11383
274,11383,3517
274,3517,33288
274,33288,37606
274,37606,33261
274,33261,33531
274,33531,11995
274,11995,25853
274,25853,461
274,461,11984
274,11984,10365
274,10365,11982
274,11982,2736
274,2736,2737
274,2737,11321
274,11321,1052
274,1052,4789
274,4789,725
274,725,26597
274,26597,449
274,449,180
274,180,189
274,189,1644
274,1644,3235
274,3235,91
238,BP097,LE142
238,LE142,LE138
238,LE138,1904
238,1904,1902
238,1902,1900
238,1900,1896
238,1896,696
238,696,2892
238,2892,2896
238,2896,LE213
238,LE213,27642
238,27642,9066
238,9066,11126
238,11126,9070
238,9070,9076
238,9076,9077
238,9077,9078
238,9078,9080
238,9080,9082
238,9082,9084
238,9084,9086
238,9086,25483
238,25483,29507
238,29507,8027
238,8027,8023
238,8023,BP5307
E11,BP1635,733
E11,733,18849
E11,18849,BP1361
E11,BP1361,33864
E11,33864,33855
E11,33855,33856
E11,33856,15797
E11,15797,15796
E11,15796,BP3228
E11,BP3228,BP3182
E11,BP3182,BP3181
E11,BP3181,BP3180
E11,BP3180,BP3179
E11,BP3179,BP3178
E11,BP3178,BP3177
E11,BP3177,H0982
E11,H0982,H0976
E11,H0976,H0977
E11,H0977,H0978
E11,H0978,H0979
E11,H0979,H0980
E11,H0980,H0981
E11,H0981,14090
E11,14090,15345
E11,15345,BP095
266,BP5003,51781
266,51781,24779
266,24779,R0197
266,R0197,27531
266,27531,27528
266,27528,27587
266,27587,27585
266,27585,27447
266,27447,3034
266,3034,1598
266,1598,3036
266,3036,2186
266,2186,3040
266,3040,3042
266,3042,3044
266,3044,17303
266,17303,CW64
266,CW64,27522
266,27522,20701
266,20701,27525
266,27525,27521
266,27521,25093
266,25093,27527
266,27527,R0253
266,R0253,6007
266,6007,6009
266,6009,6011
266,6011,6013
266,6013,6015
266,6015,6017
266,6017,6019
266,6019,6020
266,6020,1385
266,1385,18223
266,18223,34913
266,34913,2950
266,2950,6026
266,6026,R0492
266,R0492,2996
266,2996,2956
266,2956,2958
266,2958,6031
266,6031,2959
266,2959,3213
266,3213,2854
266,2854,2962
266,2962,27617
266,27617,2995
266,2995,6038
266,6038,2967
266,2967,3188
266,3188,2969
266,2969,2971
266,2971,6044
266,6044,2973
266,2973,6046
266,6046,2977
266,2977,1763
266,1763,35528
266,35528,35211
607,BP5236,BP5233
607,BP5233,35052
607,35052,3022
607,3022,3032
607,3032,1598
607,1598,3042
607,3042,17303
607,17303,4639
607,4639,733
607,733,738
607,738,3071
607,3071,1245
607,1245,3082
607,3082,R0107
607,R0107,3101
607,3101,3549
607,3549,3115
607,3115,3123
607,3123,3134
607,3134,3148
607,3148,BP1290
607,BP1290,BP774
258,OC444,OC206
258,OC206,OC207
258,OC207,OC208
258,OC208,OC209
258,OC209,OC210
258,OC210,OC211
258,OC211,OC212
258,OC212,OC213
258,OC213,OC214
258,OC214,OC215
258,OC215,OC216
258,OC216,OC217
258,OC217,OC218
258,OC218,OC219
258,OC219,OC220
258,OC220,OC221
258,OC221,OC222
258,OC222,OC223
258,OC223,19228
258,19228,BP5513
258,BP5513,26989
258,26989,16064
258,16064,16062
258,16062,16059
258,16059,33571
258,33571,16408
258,16408,14919
258,14919,16411
258,16411,16413
258,16413,15021
258,15021,14705
258,14705,BP1945
258,BP1945,15019
258,15019,15017
258,15017,BP5591
258,BP5591,BP5592
258,BP5592,R0841
258,R0841,37309
258,37309,15015
258,15015,33539
258,33539,33538
258,33538,33536
258,33536,33534
258,33534,16135
258,16135,BP720
A10,BP5116,BP4938
A10,BP4938,BP2484
A10,BP2484,BP1347
A10,BP1347,BP1533
A10,BP1533,BP1532
A10,BP1532,BP1530
A10,BP1530,BP5644
A10,BP5644,27332
A10,27332,BP1330
A10,BP1330,BP1377
A10,BP1377,BP1378
A10,BP1378,C50
A10,C50,3141
A10,3141,6853
A10,6853,3148
A10,3148,3152
A10,3152,BP1290
A10,BP1290,BP4185
A10,BP4185,BP774
428,OC737,OC739
428,OC739,BP3354
428,BP3354,BP3357
428,BP3357,BP3356
428,BP3356,20835
428,20835,6357
428,6357,6355
428,6355,6351
428,6351,6349
428,6349,6347
428,6347,37371
428,37371,21602
428,21602,10715
428,10715,10717
428,10717,10720
428,10720,BP5046
428,BP5046,21600
428,21600,24008
428,24008,21598
428,21598,5885
428,5885,BP1335
428,BP1335,10729
428,10729,34987
428,34987,R0536
428,R0536,22342
428,22342,31473
428,31473,BP2115
428,BP2115,BP4476
428,BP4476,BP2250
55,34846,15783
55,15783,20465
55,20465,BP882
55,BP882,29844
55,29844,982
55,982,33093
55,33093,200
55,200,13457
55,13457,13459
55,13459,13463
55,13463,13467
55,13467,13469
55,13469,13473
55,13473,13475
55,13475,13477
55,13477,BP2161
55,BP2161,33347
55,33347,14225
55,14225,14226
55,14226,1613
55,1613,1616
55,1616,20537
55,20537,1706
55,1706,2277
55,2277,785
55,785,752
55,752,2275
55,2275,306
55,306,305
55,305,129
55,129,2272
55,2272,2270
55,2270,930
55,930,2268
55,2268,64
55,64,192
55,192,195
55,195,14240
55,14240,3218
55,3218,4750
55,4750,20669
55,20669,3220
55,3220,25133
55,25133,R0474
55,R0474,R0473
55,R0473,14257
55,14257,14261
55,14261,20931
55,20931,33557
W6,35836,17776
W6,17776,17778
W6,17778,17780
W6,17780,17781
W6,17781,17785
W6,17785,17786
W6,17786,10881
W6,10881,10883
W6,10883,23415
W6,23415,OC460
W6,OC460,H0550
W6,H0550,HC106
W6,HC106,14128
W6,14128,14109
W6,14109,H0545
W6,H0545,HC107
W6,HC107,33979
W6,33979,BP4951
683,OC608,BP3565
683,BP3565,36758
683,36758,17174
683,17174,17172
683,17172,26495
683,26495,15081
683,15081,15937
683,15937,15935
683,15935,11135
683,11135,25102
683,25102,6051
683,6051,1516
683,1516,15934
683,15934,15932
683,15932,15930
683,15930,15928
683,15928,16488
683,16488,16490
683,16490,16491
683,16491,BP2832
683,BP2832,16494
683,16494,16496
683,16496,16498
683,16498,BP228
683,BP228,2764
683,2764,2763
683,2763,2761
683,2761,2759
683,2759,6109
683,6109,6113
683,6113,6117
683,6117,BP4376
683,BP4376,9934
683,9934,9936
683,9936,9938
683,9938,9940
683,9940,9944
389,H0632,H0585
389,H0585,H0586
389,H0586,9922
389,9922,35632
389,35632,9927
389,9927,BP1265
389,BP1265,18102
389,18102,BP1612
207,BP5236,BP5233
207,BP5233,35052
207,35052,3022
207,3022,3030
207,3030,849
207,849,3032
207,3032,14022
207,14022,3054
207,3054,850
207,850,3034
207,3034,1598
207,1598,3036
207,3036,2186
207,2186,3040
207,3040,3042
207,3042,3044
207,3044,17303
207,17303,2038
207,2038,34178
207,34178,3050
207,3050,3052
207,3052,4639
207,4639,1407
207,1407,733
207,733,738
207,738,18463
207,18463,3063
207,3063,3066
207,3066,3069
207,3069,3071
207,3071,3037
207,3037,3077
207,3077,1245
207,1245,3080
207,3080,3082
207,3082,3179
207,3179,4578
207,4578,3089
207,3089,1936
207,1936,3093
207,3093,R0107
207,R0107,4575
207,4575,3097
207,3097,3101
207,3101,3103
207,3103,3105
207,3105,3109
207,3109,BP131
U2,20486,16371
U2,16371,BP957
U2,BP957,16449
U2,16449,16447
U2,16447,16446
U2,16446,16444
U2,16444,BP434
U2,BP434,16301
U2,16301,27810
U2,27810,27808
U2,27808,27806
U2,27806,27804
U2,27804,BP5187
U2,BP5187,14857
U2,14857,16307
U2,16307,14856
U2,14856,3135
U2,3135,CW5
U2,CW5,CW18
U2,CW18,CW8
U2,CW8,CW7
U2,CW7,16379
U2,16379,BP761
U2,BP761,BP5301
344,BP3492,2113
344,2113,13456
344,13456,BP1576
344,BP1576,2119
344,2119,37676
344,37676,8591
344,8591,1600
344,1600,BP2780
344,BP2780,25556
344,25556,25554
344,25554,25553
344,25553,33626
344,33626,33623
344,33623,34372
344,34372,8301
344,8301,3297
344,3297,8297
344,8297,8294
344,8294,366
344,366,2316
344,2316,500
344,500,BP4320
344,BP4320,25550
344,25550,25546
344,25546,25545
344,25545,25542
344,25542,25538
344,25538,25535
344,25535,25533
344,25533,25531
344,25531,25529
344,25529,33015
344,33015,R0280
344,R0280,25524
344,25524,8953
344,8953,8957
344,8957,27937
W11,BP4274,33831
W11,33831,7950
W11,7950,7946
W11,7946,6676
W11,6676,11487
W11,11487,6673
W11,6673,OC685
W11,OC685,27461
W11,27461,10338
W11,10338,10340
W11,10340,10342
W11,10342,29849
W11,29849,7931
W11,7931,BP926
W11,BP926,7926
W11,7926,7922
W11,7922,BP777
W11,BP777,BP2592
W11,BP2592,BP779
H25,BP947,T255
H25,T255,BP121
H25,BP121,T259
H25,T259,16222
H25,16222,16224
H25,16224,16226
H25,16226,16228
H25,16228,34929
H25,34929,33209
H25,33209,FW52
H25,FW52,2561
H25,2561,T2563
H25,T2563,2564
H25,2564,2566
H25,2566,T2568
H25,T2568,T2571
H25,T2571,T2573
H25,T2573,16833
H25,16833,2485
H25,2485,14929
H25,14929,BP2261
H25,BP2261,BP120
H25,BP120,T242
H25,T242,T244
H25,T244,T246
H25,T246,T248
H25,T248,BP2777
H25,BP2777,16812
H25,16812,BP122
H25,BP122,1839
H25,1839,R0368
H25,R0368,34637
H25,34637,34636
H25,34636,34634
H25,34634,34632
H25,34632,34630
H25,34630,BP2451
45,12755,12757
45,12757,12759
45,12759,2397
45,2397,706
45,706,707
45,707,710
45,710,2395
45,2395,29685
45,29685,231
45,231,238
45,238,13286
45,13286,13287
45,13287,13289
45,13289,540
45,540,26321
45,26321,26322
45,26322,26324
45,26324,13297
45,13297,263
45,263,26060
45,26060,2616
45,2616,2614
45,2614,2613
45,2613,658
45,658,656
45,656,2608
45,2608,BP4962
45,BP4962,2602
45,2602,33618
45,33618,BP3719
45,BP3719,2589
45,2589,2588
45,2588,2585
45,2585,26755
45,26755,37637
45,37637,538
45,538,205
45,205,34453
45,34453,8561
45,8561,27786
45,27786,1393
45,1393,8418
45,8418,198
45,198,1075
45,1075,4807
45,4807,8332
45,8332,12332
45,12332,18866
25,34846,15783
25,15783,20465
25,20465,14456
25,14456,29844
25,29844,33107
25,33107,8419
25,8419,1472
25,1472,20628
25,20628,2018
25,2018,1157
25,1157,8586
25,8586,BP5575
25,BP5575,10352
25,10352,8558
25,8558,8560
25,8560,8578
25,8578,35484
25,35484,34190
25,34190,33431
25,33431,BP5408
25,BP5408,2044
25,2044,2046
25,2046,944
25,944,2051
25,2051,1735
25,1735,4828
25,4828,R0674
25,R0674,7724
25,7724,4825
25,4825,20674
25,20674,2058
25,2058,901
25,901,902
25,902,R0717
25,R0717,348
25,348,2066
25,2066,2068
25,2068,2070
25,2070,BP976
25,BP976,34246
25,34246,2238
25,2238,4894
25,4894,1577
25,1577,14510
25,14510,1937
25,1937,9045
25,9045,1740
25,1740,14520
25,14520,14522
25,14522,4644
25,4644,14527
25,14527,14529
25,14529,14531
25,14531,4645
25,4645,14540
25,14540,R0757
25,R0757,FC44
25,FC44,FC60
25,FC60,R0868
54,BP4396,35482
54,35482,12927
54,12927,18757
54,18757,18758
54,18758,18760
54,18760,18762
54,18762,18764
54,18764,13533
54,13533,18766
54,18766,18768
54,18768,44007
54,44007,20453
54,20453,19621
54,19621,18770
54,18770,18773
54,18773,34268
54,34268,18774
54,18774,18777
54,18777,20101
54,20101,18778
54,18778,BP1116
54,BP1116,26285
54,26285,34265
54,34265,26283
54,26283,26281
54,26281,925
54,925,26279
54,26279,1992
54,1992,23410
54,23410,26274
54,26274,1998
54,1998,29810
54,29810,26273
54,26273,2000
54,2000,BP660
54,BP660,2004
54,2004,18781
54,18781,18783
54,18783,18785
54,18785,18786
54,18786,1603
54,1603,18788
54,18788,BP671
54,BP671,1426
54,1426,20979
54,20979,1428
54,1428,1429
54,1429,18791
54,18791,1524
54,1524,18973
54,18973,BP5556
268,BP2127,BP2128
268,BP2128,12030
268,12030,1331
268,1331,33798
268,33798,BP1899
268,BP1899,37601
268,37601,33799
268,33799,BP1831
268,BP1831,33801
268,33801,12054
268,12054,33803
268,33803,33805
268,33805,33807
268,33807,R0005
268,R0005,14131
268,14131,17257
268,17257,18912
268,18912,BP269
N18,BP3507,17683
N18,17683,156
N18,156,16573
N18,16573,BP3695
N18,BP3695,29296
N18,29296,8287
N18,8287,2870
N18,2870,1582
N18,1582,724
N18,724,28972
N18,28972,1585
N18,1585,33761
N18,33761,BP2164
N18,BP2164,4774
N18,4774,27512
N18,27512,3251
N18,3251,34142
N18,34142,1095
N18,1095,3253
N18,3253,4775
N18,4775,3257
N18,3257,611
N18,611,3259
N18,3259,1655
N18,1655,3263
N18,3263,3265
N18,3265,3267
N18,3267,1389
N18,1389,4683
N18,4683,3224
N18,3224,1378
N18,1378,18222
N18,18222,34913
N18,34913,2824
N18,2824,2822
N18,2822,25331
N18,25331,16210
N18,16210,2814
N18,2814,R0255
N18,R0255,2810
N18,2810,3278
N18,3278,3282
N18,3282,29492
N18,29492,1483
N18,1483,1933
N18,1933,3286
N18,3286,14364
N18,14364,2803
N18,2803,2802
N18,2802,1484
N18,1484,2488
N18,2488,15011
N18,15011,15013
N18,15013,2490
N18,2490,BP5399
N18,BP5399,34198
N18,34198,15016
N18,15016,37310
N18,37310,R0838
N18,R0838,37312
N18,37312,34975
N18,34975,15018
N18,15018,15020
N18,15020,BP1495
N18,BP1495,16040
N18,16040,18910
N18,18910,16412
N18,16412,16410
330,BP2282,8152
330,8152,R0297
330,R0297,1879
330,1879,1881
330,1881,4892
330,4892,1883
330,1883,4893
330,4893,1885
330,1885,BP3755
330,BP3755,1202
330,1202,9064
330,9064,9061
330,9061,9058
330,9058,9056
330,9056,BP242
330,BP242,9050
330,9050,9048
330,9048,9046
330,9046,4876
330,4876,8078
330,8078,8071
330,8071,8069
107,35337,3810
107,3810,18113
107,18113,3808
107,3808,9922
107,9922,35632
107,35632,26884
107,26884,26484
107,26484,12089
107,12089,BP1540
107,BP1540,12087
107,12087,12085
107,12085,18110
107,18110,18108
107,18108,18106
107,18106,12201
107,12201,12200
107,12200,19215
107,19215,OC163
107,OC163,OC164
107,OC164,OC120
107,OC120,OC121
107,OC121,OC122
107,OC122,OC123
107,OC123,OC124
107,OC124,OC125
107,OC125,OC169
107,OC169,OC170
107,OC170,OC171
107,OC171,OC172
107,OC172,OC173
107,OC173,OC131
107,OC131,OC175
107,OC175,OC134
107,OC134,OC135
107,OC135,OC136
107,OC136,OC137
107,OC137,OC138
107,OC138,OC139
107,OC139,16975
107,16975,16973
107,16973,BP5689
107,BP5689,29295
107,29295,17099
107,17099,8428
107,8428,15759
107,15759,BP090
427,15367,17303
427,17303,2038
427,2038,34178
427,34178,3050
427,3050,3052
427,3052,4639
427,4639,1407
427,1407,733
427,733,738
427,738,18463
427,18463,3063
427,3063,3066
427,3066,3069
427,3069,3071
427,3071,3037
427,3037,3077
427,3077,1245
427,1245,3080
427,3080,3082
427,3082,3179
427,3179,4578
427,4578,3089
427,3089,1936
427,1936,3093
427,3093,R0107
427,R0107,4575
427,4575,3097
427,3097,3101
427,3101,3103
427,3103,3105
427,3105,3109
427,3109,3111
427,3111,3549
427,3549,6817
427,6817,29270
427,29270,27578
427,27578,3115
427,3115,37200
427,37200,3119
427,3119,3123
427,3123,3125
427,3125,3127
427,3127,3131
427,3131,3134
427,3134,3136
427,3136,3138
427,3138,C50
427,C50,3141
427,3141,6853
427,6853,3148
427,3148,3152
427,3152,3228
427,3228,BP1609
427,BP1609,34773
427,34773,BP3290
K3,LG48,19553
K3,19553,BP3896
K3,BP3896,BP3897
K3,BP3897,BP069
K3,BP069,18723
K3,18723,3475
K3,3475,2416
K3,2416,19551
K3,19551,19549
K3,19549,BP1337
K3,BP1337,1602
K3,1602,R0279
K3,R0279,1916
K3,1916,29817
K3,29817,BP1735
K3,BP1735,BP1736
K3,BP1736,BP5305
K3,BP5305,R0277
K3,R0277,BP387
K3,BP387,R0702
K3,R0702,BP492
K3,BP492,12900
K3,12900,4486
K3,4486,27354
K3,27354,19590
K3,19590,27532
K3,27532,1420
K3,1420,BP379
K3,BP379,19463
K3,19463,BP2466
K3,BP2466,19464
K3,19464,19466
K3,19466,34949
K3,34949,34947
K3,34947,34945
