route,start_stop_code_lbsl,end_stop_code_lbsl
969,FW13,4602
969,4602,15202
969,15202,14218
969,14218,R0248
969,R0248,4505
969,4505,1007
969,1007,BP1608
969,BP1608,1751
969,1751,36782
969,36782,15210
969,15210,FW10
969,FW10,15213
969,15213,15215
969,15215,H1187
969,H1187,H1184
91,37639,BP3506
91,BP3506,7853
91,7853,36599
91,36599,20908
91,20908,477
91,477,BP5646
91,BP5646,29055
91,29055,R0739
91,R0739,36512
91,36512,8330
91,8330,BP4922
91,BP4922,18866
91,18866,BP1998
91,BP1998,9827
91,9827,9829
91,9829,9831
91,9831,9833
91,9833,7735
91,7735,9840
91,9840,9842
91,9842,33329
91,33329,33328
91,33328,33327
91,33327,1289
91,1289,33330
91,33330,315
91,315,1291
91,1291,14879
91,14879,18080
91,18080,18079
91,18079,1546
91,1546,16080
91,16080,14356
91,14356,14358
91,14358,70227
226,R0796,15912
226,15912,16073
226,16073,16072
226,16072,16071
226,16071,16069
226,16069,16067
226,16067,14870
226,14870,17719
226,17719,2775
226,2775,2966
226,2966,26933
226,26933,26935
226,26935,26937
226,26937,26939
226,26939,26941
226,26941,26943
226,26943,26944
226,26944,26947
226,26947,1014
226,1014,2960
226,2960,26949
226,26949,BP4666
226,BP4666,26951
226,26951,BP446
226,BP446,26953
226,26953,26955
226,26955,1381
226,1381,1387
226,1387,6129
226,6129,6127
226,6127,6125
226,6125,6137
226,6137,BP4970
226,BP4970,BP604
226,BP604,BP605
226,BP605,BP607
226,BP607,BP613
226,BP613,BP4299
226,BP4299,BP4297
226,BP4297,BP4374
226,BP4374,14829
226,14829,H1010
226,H1010,H1011
226,H1011,H1013
226,H1013,H1014
226,H1014,H1015
226,H1015,HC126
226,HC126,10580
226,10580,15689
226,15689,15691
226,15691,BP996
432,BP3694,6595
432,6595,20751
432,20751,6597
432,6597,6599
432,6599,6593
432,6593,13222
432,13222,BP3761
432,BP3761,1443
432,1443,13190
432,13190,13189
432,13189,13188
432,13188,13354
432,13354,13353
432,13353,37121
432,37121,13339
432,13339,26299
432,26299,26301
432,26301,26402
432,26402,35303
432,35303,35304
432,35304,R0511
432,R0511,25686
432,25686,25684
432,25684,25682
432,25682,25680
432,25680,13246
432,13246,BP4246
432,BP4246,29249
432,29249,231
C1,7817,7819
C1,7819,R0072
C1,R0072,BP211
C1,BP211,37398
C1,37398,894
C1,894,899
C1,899,1150
C1,1150,210
C1,210,216
C1,216,37396
C1,37396,11175
C1,11175,11179
C1,11179,BP5351
C1,BP5351,35673
C1,35673,11170
C1,11170,11472
C1,11472,37445
C1,37445,36836
C1,36836,29940
C1,29940,29941
C1,29941,BP2068
C1,BP2068,34760
C1,34760,11165
C1,11165,1399
C1,1399,126
C1,126,11195
C1,11195,1059
C1,1059,11196
C1,11196,1791
C1,1791,11197
C1,11197,839
C1,839,BP5232
C1,BP5232,BP5255
427,20487,1813
427,1813,34774
427,34774,35013
427,35013,3153
427,3153,3151
427,3151,3147
427,3147,6852
427,6852,27577
427,27577,6848
427,6848,6846
427,6846,3135
427,3135,3133
427,3133,3130
427,3130,3126
427,3126,3124
427,3124,3122
427,3122,3118
427,3118,3116
427,3116,3114
427,3114,6819
427,6819,6816
427,6816,3548
427,3548,3112
427,3112,3110
427,3110,3108
427,3108,3104
427,3104,3100
427,3100,3096
427,3096,4576
427,4576,3094
427,3094,3092
427,3092,1935
427,1935,3088
427,3088,34280
427,34280,3083
427,3083,3081
427,3081,4637
427,4637,33866
427,33866,3072
427,3072,15349
427,15349,3067
427,3067,3064
427,3064,BP4276
427,BP4276,3058
427,3058,BP5620
427,BP5620,734
427,734,20519
427,20519,3053
427,3053,688
427,688,3051
427,3051,3049
427,3049,2036
427,2036,R0742
427,R0742,15367
N74,4789,725
N74,725,26597
N74,26597,449
N74,449,29907
N74,29907,29626
N74,29626,29997
N74,29997,4906
N74,4906,216
N74,216,11175
N74,11175,11179
N74,11179,BP5351
N74,BP5351,37414
N74,37414,37404
N74,37404,1561
N74,1561,35294
N74,35294,11187
N74,11187,1564
N74,1564,11476
N74,11476,11164
N74,11164,36836
N74,36836,8410
N74,8410,2539
N74,2539,11235
N74,11235,10243
N74,10243,11239
N74,11239,11242
N74,11242,399
N74,399,8882
N74,8882,8880
N74,8880,8876
N74,8876,8874
N74,8874,BP286
N74,BP286,20798
N74,20798,29620
N74,29620,11144
N74,11144,372
N74,372,443
N74,443,15314
N74,15314,15194
N74,15194,15196
N74,15196,1530
N74,1530,1703
N74,1703,15242
N74,15242,R0592
N74,R0592,4867
N74,4867,15245
N74,15245,29789
N74,29789,29787
N74,29787,37169
692,OC11,OC13
692,OC13,OC14
692,OC14,OC05
692,OC05,OC16
692,OC16,OC17
692,OC17,OC38
692,OC38,OC39
692,OC39,16924
692,16924,16922
692,16922,16919
692,16919,16917
692,16917,19278
692,19278,16915
692,16915,17763
692,17763,17765
692,17765,17766
692,17766,17769
692,17769,19263
692,19263,17771
692,17771,19261
692,19261,27769
692,27769,70361
692,70361,16776
692,16776,16774
692,16774,16772
692,16772,16770
692,16770,20268
692,20268,20272
692,20272,20274
692,20274,20276
692,20276,20278
692,20278,35520
36,29269,11609
36,11609,34802
36,34802,34799
36,34799,34798
36,34798,34992
36,34992,35519
36,35519,34994
36,34994,3254
36,3254,2727
36,2727,1096
36,1096,BP4162
36,BP4162,16972
36,16972,35232
36,35232,14020
36,14020,11663
36,11663,4797
36,4797,1590
36,1590,621
36,621,29907
36,29907,29626
36,29626,29997
36,29997,36857
36,36857,27945
36,27945,26112
36,26112,26338
36,26338,1948
36,1948,29977
36,29977,BP4318
36,BP4318,27844
36,27844,1953
36,1953,R0729
36,R0729,4734
36,4734,531
36,531,2247
36,2247,1957
36,1957,2840
36,2840,26739
36,26739,27516
36,27516,26736
36,26736,1961
36,1961,26348
36,26348,541
36,541,1963
36,1963,280
36,280,1965
36,1965,1966
36,1966,26733
36,26733,1970
36,1970,BP5550
36,BP5550,33101
606,BP1140,9922
606,9922,35632
606,35632,26884
606,26884,26484
606,26484,12089
606,12089,BP1540
606,BP1540,12087
606,12087,12085
606,12085,18110
606,18110,18108
606,18108,18106
606,18106,12201
606,12201,12200
606,12200,19215
606,19215,27597
606,27597,27599
606,27599,16459
606,16459,16458
606,16458,14701
606,14701,15753
606,15753,16104
606,16104,15755
606,15755,15757
606,15757,8428
606,8428,15759
606,15759,BP090
606,BP090,R0789
606,R0789,29600
606,29600,6071
606,6071,2990
606,2990,24335
606,24335,2988
606,2988,1466
606,1466,15091
606,15091,16112
606,16112,12883
606,12883,16115
606,16115,14766
231,16801,10928
231,10928,3490
231,3490,15872
231,15872,4004
231,4004,15870
231,15870,3492
231,3492,3174
231,3174,15866
231,15866,18057
231,18057,4538
231,4538,2508
231,2508,15864
231,15864,15862
231,15862,3170
231,3170,12887
231,12887,10834
231,10834,10836
231,10836,3505
231,3505,15840
231,15840,29427
231,29427,15838
231,15838,15837
231,15837,15835
231,15835,1665
231,1665,BP2831
N47,26141,BP3238
N47,BP3238,18997
N47,18997,18999
N47,18999,19001
N47,19001,35743
N47,35743,12444
N47,12444,12442
N47,12442,12240
N47,12240,13953
N47,13953,18951
N47,18951,18949
N47,18949,3231
N47,3231,33229
N47,33229,33227
N47,33227,33226
N47,33226,33223
N47,33223,33221
N47,33221,27606
N47,27606,29841
N47,29841,27605
N47,27605,27603
N47,27603,27601
N47,27601,19695
N47,19695,19697
N47,19697,40060
N47,40060,19773
N47,19773,18197
N47,18197,3911
N47,3911,19277
N47,19277,BP087
N47,BP087,14797
N47,14797,BP042
N47,BP042,BP054
N47,BP054,40105
N47,40105,R0558
N47,R0558,BP052
N47,BP052,18195
N47,18195,18194
N47,18194,18192
N47,18192,3619
N47,3619,27961
N47,27961,18190
N47,18190,4748
N47,4748,26268
N47,26268,2005
N47,2005,4749
N47,4749,BP661
N47,BP661,7566
N47,7566,1999
N47,1999,33056
N47,33056,2127
N47,2127,1995
N47,1995,14625
N47,14625,R0567
N47,R0567,26278
N47,26278,26280
N47,26280,R0401
N47,R0401,4752
N47,4752,26284
N47,26284,BP1113
N47,BP1113,BP437
N47,BP437,BP815
N47,BP815,34344
N47,34344,13810
N47,13810,13720
N47,13720,13718
N47,13718,35189
N47,35189,35187
N47,35187,35185
N47,35185,25915
N47,25915,25917
N47,25917,25918
N47,25918,2224
N47,2224,25920
N47,25920,13638
N47,13638,33453
N47,33453,2216
N47,2216,622
N47,622,25927
N47,25927,25929
N47,25929,BP2447
N47,BP2447,33850
N47,33850,33905
N47,33905,33906
N47,33906,33510
N47,33510,34079
N47,34079,33601
N47,33601,2197
N47,2197,978
N47,978,2123
N47,2123,8552
N47,8552,1152
N47,1152,8602
N47,8602,8581
N47,8581,202
N47,202,8570
N47,8570,3178
N47,3178,20462
N47,20462,34323
N47,34323,14627
N47,14627,7852
N47,7852,146
105,BP5117,29172
105,29172,27307
105,27307,557
105,557,18207
105,18207,17144
105,17144,1795
105,1795,16327
105,16327,13550
105,13550,16330
105,16330,16332
105,16332,29323
105,29323,25608
105,25608,34587
105,34587,34585
105,34585,BP1291
105,BP1291,15972
105,15972,15969
105,15969,R0210
105,R0210,15965
105,15965,C98
105,C98,8749
105,8749,19033
105,19033,15963
105,15963,15961
105,15961,7699
105,7699,CW58
105,CW58,15310
105,15310,15308
105,15308,37091
105,37091,34862
105,34862,37261
105,37261,15307
105,15307,15304
105,15304,15303
105,15303,15302
105,15302,BP2648
105,BP2648,33465
105,33465,33464
105,33464,15791
105,15791,15300
105,15300,2031
105,2031,2029
105,2029,15298
105,15298,16265
105,16265,35290
105,35290,35291
105,35291,35293
194,BP1100,40008
194,40008,17395
194,17395,17398
194,17398,19021
194,19021,17401
194,17401,1821
194,1821,17402
194,17402,17405
194,17405,975
194,975,17408
194,17408,BP210
194,BP210,19770
194,19770,BP2554
194,BP2554,19769
194,19769,19767
194,19767,1521
194,1521,19765
194,19765,1429
194,1429,18791
194,18791,1524
194,1524,18973
194,18973,31327
194,31327,17419
194,17419,17421
194,17421,17423
194,17423,26915
194,26915,17425
194,17425,17427
194,17427,17429
194,17429,20159
194,20159,17431
194,17431,17433
194,17433,17435
194,17435,17437
194,17437,33012
194,33012,33008
194,33008,26840
194,26840,33011
194,33011,26838
194,26838,26837
194,26837,26836
194,26836,26834
194,26834,26829
194,26829,26828
194,26828,1554
194,1554,12886
194,12886,17446
194,17446,17448
194,17448,19719
194,19719,17450
194,17450,9400
194,9400,17452
194,17452,BP2359
194,BP2359,BP2360
194,BP2360,BP2332
194,BP2332,10811
194,10811,SL30
194,SL30,BP2300
142,OC444,OC206
142,OC206,OC207
142,OC207,OC208
142,OC208,OC209
142,OC209,OC210
142,OC210,OC211
142,OC211,OC212
142,OC212,OC213
142,OC213,OC214
142,OC214,OC215
142,OC215,OC216
142,OC216,OC217
142,OC217,OC218
142,OC218,OC219
142,OC219,OC220
142,OC220,OC221
142,OC221,OC222
142,OC222,OC223
142,OC223,19228
142,19228,19226
142,19226,19224
142,19224,19223
142,19223,14103
142,14103,29498
142,29498,3558
142,3558,19221
142,19221,36663
142,36663,30496
142,30496,27562
142,27562,4695
142,4695,11205
142,11205,27559
142,27559,27563
142,27563,29834
142,29834,BP090
142,BP090,R0790
142,R0790,29833
142,29833,6071
142,6071,2990
142,2990,24335
142,24335,2988
142,2988,1466
142,1466,27880
142,27880,6063
142,6063,6061
142,6061,6059
142,6059,34229
142,34229,2984
142,2984,2982
142,2982,1329
142,1329,25102
142,25102,6051
142,6051,2978
142,2978,6047
142,6047,24280
142,24280,35528
142,35528,35211
482,BP5141,BP4254
482,BP4254,BP4169
482,BP4169,34151
482,34151,BP5130
482,BP5130,34152
482,34152,R0237
482,R0237,25980
482,25980,25983
482,25983,25981
482,25981,25978
482,25978,16334
482,16334,15672
482,15672,16201
482,16201,16204
482,16204,16206
482,16206,27891
482,27891,27889
482,27889,34737
482,34737,34594
482,34594,34592
482,34592,34590
482,34590,15969
482,15969,R0210
482,R0210,15965
482,15965,C98
482,C98,8749
482,8749,19033
482,19033,15963
482,15963,15961
482,15961,7700
482,7700,34558
665,27532,25135
665,25135,6726
665,6726,31742
665,31742,24483
665,24483,23520
665,23520,23517
665,23517,23515
665,23515,23514
665,23514,23511
665,23511,23509
665,23509,R0133
665,R0133,23505
665,23505,23504
665,23504,BP4867
665,BP4867,11739
665,11739,27378
665,27378,18698
665,18698,4507
665,4507,18696
665,18696,25119
665,25119,23853
665,23853,3620
665,3620,16728
665,16728,1790
665,1790,27387
665,27387,BP3558
119,BP2468,25585
119,25585,25583
119,25583,17465
119,17465,34358
119,34358,25073
119,25073,17463
119,17463,17461
119,17461,BP1031
119,BP1031,R0523
119,R0523,19220
119,19220,20450
119,20450,25868
119,25868,BP1550
119,BP1550,33309
119,33309,BP2631
119,BP2631,BP2370
119,BP2370,17453
119,17453,9399
119,9399,17451
119,17451,19718
119,19718,17449
119,17449,17447
119,17447,17445
119,17445,1553
119,1553,17444
119,17444,17442
119,17442,17440
119,17440,17438
119,17438,17436
119,17436,17434
119,17434,19024
119,19024,17819
119,17819,17817
119,17817,17814
119,17814,17715
119,17715,17713
119,17713,18733
119,18733,9471
119,9471,17710
119,17710,17813
119,17813,11332
119,11332,17794
119,17794,17792
119,17792,17789
119,17789,18370
119,18370,33913
119,33913,37294
119,37294,BP042
119,BP042,BP054
119,BP054,40106
119,40106,40107
119,40107,37087
371,BP5362,FW54
371,FW54,R0293
371,R0293,16241
371,16241,16240
371,16240,14727
371,14727,16351
371,16351,4506
371,4506,35877
371,35877,35879
371,35879,35881
371,35881,BP2383
371,BP2383,BP2384
371,BP2384,BP2385
371,BP2385,BP2386
371,BP2386,BP2387
371,BP2387,578
371,578,15715
371,15715,33738
371,33738,33728
371,33728,33729
371,33729,33731
371,33731,33733
371,33733,33736
371,33736,25349
371,25349,25351
371,25351,25354
371,25354,25356
371,25356,25358
371,25358,25360
371,25360,BP035
371,BP035,BP034
371,BP034,BP036
371,BP036,4479
371,4479,BP5305
371,BP5305,R0277
371,R0277,BP387
371,BP387,R0701
371,R0701,BP488
371,BP488,BP479
371,BP479,BP1685
490,BP5269,20703
490,20703,16351
490,16351,36782
490,36782,15210
490,15210,14886
490,14886,15557
490,15557,15558
490,15558,BP5096
490,BP5096,9391
490,9391,14752
490,14752,R0278
490,R0278,2841
490,2841,16174
490,16174,16176
490,16176,16178
490,16178,16179
490,16179,16181
490,16181,BP481
490,BP481,16237
490,16237,27812
490,27812,16236
490,16236,19503
490,19503,19505
490,19505,19507
490,19507,29499
490,29499,19509
490,19509,19511
490,19511,BP1319
490,BP1319,15827
490,15827,BP2260
490,BP2260,20816
490,20816,16830
490,16830,16828
490,16828,17126
490,17126,17128
490,17128,17130
490,17130,35289
490,35289,34153
490,34153,BP5131
490,BP5131,34154
490,34154,BP4168
490,BP4168,BP2557
490,BP2557,BP4254
490,BP4254,BP5134
196,34973,6576
196,6576,13216
196,13216,13214
196,13214,13210
196,13210,13208
196,13208,13206
196,13206,13204
196,13204,13202
196,13202,10363
196,10363,13196
196,13196,13194
196,13194,13220
196,13220,1849
196,1849,13347
196,13347,13343
196,13343,13339
196,13339,26299
196,26299,26301
196,26301,26402
196,26402,BP3388
196,BP3388,13260
196,13260,13258
196,13258,26403
196,26403,13255
196,13255,BP5534
196,BP5534,437
196,437,13250
196,13250,3038
196,3038,26342
196,26342,13246
196,13246,BP4246
196,BP4246,29249
196,29249,231
196,231,421
196,421,26341
196,26341,12825
196,12825,509
196,509,37267
196,37267,BP144
196,BP144,2328
196,2328,2324
196,2324,2322
196,2322,BP4321
196,BP4321,27844
196,27844,BP566
196,BP566,BP565
196,BP565,BP567
196,BP567,2140
196,2140,33618
196,33618,33624
206,10240,1621
206,1621,4920
206,4920,R0316
206,R0316,C3
206,C3,C6
206,C6,C7
206,C7,C40
206,C40,C10
206,C10,M13
206,M13,11630
206,11630,M14
206,M14,M15
206,M15,BP4512
206,BP4512,26951
206,26951,BP446
206,BP446,26953
206,26953,26955
206,26955,1381
206,1381,1387
206,1387,6129
206,6129,CW37
206,CW37,37011
206,37011,37013
206,37013,37015
206,37015,37017
206,37017,37019
206,37019,37279
206,37279,C12
206,C12,37253
206,37253,C74
206,C74,C13
206,C13,36584
206,36584,36581
206,36581,BP819
206,BP819,BP822
206,BP822,20994
206,20994,20992
206,20992,16102
206,16102,BP1280
316,BP5237,BP5234
316,BP5234,34564
316,34564,34566
316,34566,36788
316,36788,34570
316,34570,34572
316,34572,34575
316,34575,11552
316,11552,15279
316,15279,BP1733
316,BP1733,26492
316,26492,37624
316,37624,11547
316,11547,37616
316,37616,1659
316,1659,3821
316,3821,415
316,415,8408
316,8408,11609
316,11609,R0488
316,R0488,34795
316,34795,34385
316,34385,10240
316,10240,1621
316,1621,3690
316,3690,14341
316,14341,1620
316,1620,4910
316,4910,4909
316,4909,4911
316,4911,11601
316,11601,30
316,30,4912
316,4912,4913
316,4913,3188
316,3188,2969
316,2969,2971
394,BP1392,363
394,363,8369
394,8369,8371
394,8371,BP3859
394,BP3859,BP3853
394,BP3853,BP3854
394,BP3854,BP3855
394,BP3855,BP3856
394,BP3856,863
394,863,BP3857
394,BP3857,BP3906
394,BP3906,BP3903
394,BP3903,BP3901
394,BP3901,2106
394,2106,2104
394,2104,BP3836
394,BP3836,BP3835
394,BP3835,BP4960
394,BP4960,BP3834
394,BP3834,BP3833
394,BP3833,BP3832
394,BP3832,BP3831
394,BP3831,17973
394,17973,BP3830
394,BP3830,BP3829
394,BP3829,91241
394,91241,BP3828
394,BP3828,306
394,306,37257
394,37257,129
394,129,35675
394,35675,33707
394,33707,933
394,933,18011
394,18011,R0427
394,R0427,FL005
460,OC568,6114
460,6114,6112
460,6112,6108
460,6108,2758
460,2758,2760
460,2760,15677
460,15677,2297
460,2297,6099
460,6099,6097
460,6097,2766
460,2766,2799
460,2799,6092
460,6092,2299
460,2299,6090
460,6090,2800
460,2800,2768
460,2768,6085
460,6085,6083
460,6083,6081
460,6081,20282
460,20282,764
460,764,6079
460,6079,2773
460,2773,6077
460,6077,2775
460,2775,2966
460,2966,27565
460,27565,26241
460,26241,27618
460,27618,2961
460,2961,2853
460,2853,3212
460,3212,2960
43,BP5681,978
43,978,2123
43,2123,27954
43,27954,2468
43,2468,2467
43,2467,20726
43,20726,29071
43,29071,188
43,188,29930
43,29930,8372
43,8372,8368
43,8368,BP1079
43,BP1079,25146
43,25146,9996
43,9996,29792
43,29792,26500
43,26500,10002
43,10002,29772
43,29772,10005
43,10005,1084
43,1084,10011
43,10011,796
43,796,314
43,314,9850
43,9850,9852
43,9852,11328
43,11328,9858
43,9858,BP2307
43,BP2307,36803
43,36803,33982
43,33982,9862
43,9862,9864
43,9864,1908
43,1908,9432
43,9432,1142
43,1142,BP3230
43,BP3230,19603
43,19603,9444
43,9444,15599
43,15599,1147
43,1147,1146
43,1146,80010
43,80010,1910
43,1910,1306
43,1306,19606
43,19606,7521
43,7521,19608
43,19608,29919
43,29919,20145
43,20145,BP4294
43,BP4294,8285
43,8285,BP3120
319,27495,29450
319,29450,25963
319,25963,3019
319,3019,2404
319,2404,20970
319,20970,12803
319,12803,9271
319,9271,12732
319,12732,12730
319,12730,12728
319,12728,12725
319,12725,470
319,470,29658
319,29658,12717
319,12717,12715
319,12715,12712
319,12712,2315
319,2315,12869
319,12869,12865
319,12865,12862
319,12862,12856
319,12856,1414
319,1414,25569
319,25569,8955
319,8955,8950
319,8950,397
319,397,25525
319,25525,248
319,248,12877
319,12877,34835
319,34835,12873
319,12873,12871
319,12871,11298
319,11298,1450
319,1450,35905
319,35905,11294
319,11294,1573
319,1573,1824
319,1824,11291
319,11291,20968
107,R0792,25118
107,25118,15760
107,15760,20498
107,20498,17100
107,17100,29171
107,29171,11758
107,11758,16974
107,16974,16976
107,16976,OC140
107,OC140,OC141
107,OC141,OC142
107,OC142,OC143
107,OC143,OC144
107,OC144,OC145
107,OC145,OC146
107,OC146,OC147
107,OC147,OC148
107,OC148,OC193
107,OC193,OC194
107,OC194,OC195
107,OC195,OC196
107,OC196,OC197
107,OC197,OC154
107,OC154,OC155
107,OC155,OC156
107,OC156,OC157
107,OC157,OC158
107,OC158,OC159
107,OC159,OC160
107,OC160,OC203
107,OC203,OC204
107,OC204,19216
107,19216,12199
107,12199,18104
107,18104,18105
107,18105,18107
107,18107,18109
107,18109,18111
107,18111,12086
107,12086,12088
107,12088,12218
107,12218,14927
107,14927,1478
107,1478,9923
107,9923,9921
107,9921,3807
107,3807,18112
107,18112,3809
107,3809,BP283
314,40085,25751
314,25751,26666
314,26666,16674
314,16674,12924
314,12924,34443
314,34443,34029
314,34029,18984
314,18984,20043
314,20043,2300
314,2300,19140
314,19140,1680
314,1680,20618
314,20618,18981
314,18981,BP788
314,BP788,BP1327
314,BP1327,BP787
314,BP787,BP786
314,BP786,BP596
314,BP596,BP4394
314,BP4394,BP013
314,BP013,BP597
314,BP597,BP803
314,BP803,BP798
314,BP798,BP5306
314,BP5306,BP795
314,BP795,BP806
314,BP806,BP792
314,BP792,BP794
314,BP794,BP811
314,BP811,R0551
314,R0551,40237
314,40237,19700
314,19700,36953
314,36953,BP055
314,BP055,40235
314,40235,21558
314,21558,17787
314,17787,18371
314,18371,17790
314,17790,40233
314,40233,40241
314,40241,40242
314,40242,BP802
314,BP802,BP4155
314,BP4155,R0416
314,R0416,17709
314,17709,17711
314,17711,9470
314,9470,R0501
314,R0501,17712
314,17712,17714
314,17714,17815
314,17815,BP2205
314,BP2205,BP2330
314,BP2330,33491
314,33491,BP1631
314,BP1631,BP1632
314,BP1632,27754
314,27754,27756
314,27756,27758
314,27758,BP1633
314,BP1633,BP1634
314,BP1634,25588
476,36513,8330
476,8330,R0058
476,R0058,185
476,185,8363
476,8363,1073
476,1073,9487
476,9487,9488
476,9488,4716
476,4716,790
476,790,2627
476,2627,792
476,792,26591
476,26591,2633
476,2633,2637
476,2637,4715
476,4715,15892
476,15892,1080
476,1080,1923
476,1923,BP1562
476,BP1562,1921
476,1921,R0731
476,R0731,BP4880
476,BP4880,R0365
476,R0365,26234
476,26234,1544
476,1544,26360
476,26360,14442
476,14442,789
476,789,2080
476,2080,BP3383
476,BP3383,2076
476,2076,958
476,958,BP2074
476,BP2074,671
476,671,1043
476,1043,10942
476,10942,BP4947
476,BP4947,962
476,962,29721
476,29721,29723
476,29723,29725
476,29725,35893
965,BP5178,BP491
965,BP491,BP1085
965,BP1085,R0702
965,R0702,BP492
965,BP492,OC906
965,OC906,33216
965,33216,33218
965,33218,6726
965,6726,31742
965,31742,OC904
965,OC904,BP4867
965,BP4867,11739
965,11739,R0287
965,R0287,H0284
89,33249,33248
89,33248,33246
89,33246,33244
89,33244,10729
89,10729,34987
89,34987,R0536
89,R0536,33241
89,33241,33240
89,33240,33238
89,33238,33236
89,33236,6268
89,6268,5176
89,5176,6272
89,6272,6274
89,6274,6276
89,6276,25605
89,25605,29545
89,29545,27306
89,27306,6287
89,6287,6290
89,6290,6294
89,6294,BP2437
89,BP2437,37322
89,37322,6301
89,6301,6303
89,6303,9182
89,9182,18938
89,18938,29308
89,29308,3905
89,3905,1444
89,1444,20515
89,20515,4928
89,4928,19968
89,19968,19682
89,19682,19684
89,19684,19686
89,19686,3165
89,3165,19688
89,19688,20444
89,20444,19690
89,19690,4663
89,4663,36855
89,36855,29021
89,29021,19692
89,19692,20236
89,20236,17825
89,17825,BP2084
89,BP2084,34268
89,34268,18774
89,18774,18777
89,18777,20101
89,20101,18778
89,18778,BP437
89,BP437,BP814
283,15247,15248
283,15248,4606
283,4606,15238
283,15238,987
283,987,15237
283,15237,4608
283,4608,BP5497
283,BP5497,29576
283,29576,R0875
283,R0875,679
283,679,3480
283,3480,8894
283,8894,842
283,842,35052
283,35052,3022
283,3022,3030
283,3030,849
283,849,3032
283,3032,14022
283,14022,C91
283,C91,C88
283,C88,36741
283,36741,C89
283,C89,C90
283,C90,CW20
283,CW20,8908
283,8908,11567
283,11567,11569
283,11569,11573
283,11573,11577
283,11577,26504
283,26504,20974
283,20974,BP2420
283,BP2420,26505
283,26505,BP2422
625,BP2321,20505
625,20505,18740
625,18740,33052
625,33052,33053
625,33053,25788
625,25788,25787
625,25787,25785
625,25785,25782
625,25782,25781
625,25781,18940
625,18940,29307
625,29307,26218
625,26218,25779
625,25779,25777
625,25777,18933
625,18933,18932
625,18932,27589
625,27589,18930
625,18930,18928
625,18928,44016
625,44016,18927
625,18927,16659
625,16659,16657
625,16657,25998
625,25998,15183
625,15183,20437
625,20437,16651
625,16651,16649
625,16649,18738
625,18738,16647
625,16647,R0396
625,R0396,24843
625,24843,33313
229,35713,16648
229,16648,16650
229,16650,16652
229,16652,15182
229,15182,25848
229,25848,BP2159
229,BP2159,28017
229,28017,26567
229,26567,35392
229,35392,35396
229,35396,28177
229,28177,35390
229,35390,35388
229,35388,16693
229,16693,16695
229,16695,14378
229,14378,34278
229,34278,14380
229,14380,13510
229,13510,6323
229,6323,29461
229,29461,6279
229,6279,6277
229,6277,6275
229,6275,6273
229,6273,6271
229,6271,BP4992
229,BP4992,27308
229,27308,2867
229,2867,6264
229,6264,6261
229,6261,6257
229,6257,BP2115
229,BP2115,BP4476
229,BP4476,34926
229,34926,6255
229,6255,35424
229,35424,6252
229,6252,6248
229,6248,R0468
229,R0468,6244
229,6244,6241
229,6241,6240
229,6240,6238
229,6238,6235
229,6235,6234
229,6234,6232
229,6232,6230
229,6230,3965
229,3965,6603
229,6603,34318
229,34318,3963
229,3963,35308
229,35308,33045
229,33045,34813
229,34813,34918
229,34918,36531
229,36531,36530
229,36530,37181
229,37181,36676
229,36676,36522
229,36522,36529
229,36529,36670
229,36670,37417
96,37149,BP5480
96,BP5480,BP5540
96,BP5540,R0385
96,R0385,BP1283
96,BP1283,34577
96,34577,1817
96,1817,9166
96,9166,26616
96,26616,1819
96,1819,6343
96,6343,6339
96,6339,6337
96,6337,6335
96,6335,6320
96,6320,6318
96,6318,BP1334
96,BP1334,6313
96,6313,6309
96,6309,6307
96,6307,35773
96,35773,25819
96,25819,6302
96,6302,20796
96,20796,BP2438
96,BP2438,6295
96,6295,3725
96,3725,6286
96,6286,23251
96,23251,6324
96,6324,6326
96,6326,6328
96,6328,7540
96,7540,26153
96,26153,BP3207
96,BP3207,6334
96,6334,28236
96,28236,23118
96,23118,6348
96,6348,6350
96,6350,6352
96,6352,6354
96,6354,6356
96,6356,28178
96,28178,6360
96,6360,BP3358
96,BP3358,BP3353
96,BP3353,OC741
284,BP012,BP3202
284,BP3202,R0413
284,R0413,BP011
284,BP011,BP009
284,BP009,BP007
284,BP007,19709
284,19709,17734
284,17734,26251
284,26251,26253
284,26253,17736
284,17736,20400
284,20400,17738
284,17738,17740
284,17740,R0404
284,R0404,43002
284,43002,43006
284,43006,43008
284,43008,34231
284,34231,17748
284,17748,20542
284,20542,110
284,110,26022
284,26022,HC211
284,HC211,H0136
284,H0136,H0883
284,H0883,H0884
284,H0884,H0885
284,H0885,H0104
284,H0104,HC212
284,HC212,H0087
284,H0087,HC213
284,HC213,13891
284,13891,27766
284,27766,33426
284,33426,BP1112
284,BP1112,BP814
356,27722,27724
356,27724,27726
356,27726,46023
356,46023,46021
356,46021,46019
356,46019,46016
356,46016,17313
356,17313,BP2252
356,BP2252,BP2253
356,BP2253,BP1306
356,BP1306,26066
356,26066,13161
356,13161,17384
356,17384,17386
356,17386,17388
356,17388,17390
356,17390,17392
356,17392,BP1099
356,BP1099,40008
356,40008,17395
356,17395,17398
356,17398,BP4045
356,BP4045,BP4046
356,BP4046,BP1164
356,BP1164,BP1162
356,BP1162,BP1161
356,BP1161,17408
356,17408,4783
356,4783,17409
356,17409,17411
356,17411,27556
356,27556,6561
356,6561,6560
356,6560,BP3995
